@relation KC3

@attribute LOC_BLANK numeric
@attribute BRANCH_COUNT numeric
@attribute CALL_PAIRS numeric
@attribute LOC_CODE_AND_COMMENT numeric
@attribute LOC_COMMENTS numeric
@attribute CONDITION_COUNT numeric
@attribute CYCLOMATIC_COMPLEXITY numeric
@attribute CYCLOMATIC_DENSITY numeric
@attribute DECISION_COUNT numeric
@attribute DECISION_DENSITY numeric
@attribute DESIGN_COMPLEXITY numeric
@attribute DESIGN_DENSITY numeric
@attribute EDGE_COUNT numeric
@attribute ESSENTIAL_COMPLEXITY numeric
@attribute ESSENTIAL_DENSITY numeric
@attribute LOC_EXECUTABLE numeric
@attribute PARAMETER_COUNT numeric
@attribute HALSTEAD_CONTENT numeric
@attribute HALSTEAD_DIFFICULTY numeric
@attribute HALSTEAD_EFFORT numeric
@attribute HALSTEAD_ERROR_EST numeric
@attribute HALSTEAD_LENGTH numeric
@attribute HALSTEAD_LEVEL numeric
@attribute HALSTEAD_PROG_TIME numeric
@attribute HALSTEAD_VOLUME numeric
@attribute MAINTENANCE_SEVERITY numeric
@attribute MODIFIED_CONDITION_COUNT numeric
@attribute MULTIPLE_CONDITION_COUNT numeric
@attribute NODE_COUNT numeric
@attribute NORMALIZED_CYLOMATIC_COMPLEXITY numeric
@attribute NUM_OPERANDS numeric
@attribute NUM_OPERATORS numeric
@attribute NUM_UNIQUE_OPERANDS numeric
@attribute NUM_UNIQUE_OPERATORS numeric
@attribute NUMBER_OF_LINES numeric
@attribute PERCENT_COMMENTS numeric
@attribute LOC_TOTAL numeric
@attribute Defective {Y,N}

@data
4,9,5,0,0,16,5,0.25,8,2,5,1,34,4,0.75,20,1,41.69,12.35,6361.1,0.17,106,0.08,353.39,514.95,0.8,4,8,31,0.19,35,71,17,12,26,0,20,N
3,7,9,0,2,12,4,0.24,6,2,4,1,24,1,0,17,2,33.69,16.2,8841.71,0.18,104,0.06,491.21,545.78,0.25,3,6,22,0.16,36,68,20,18,25,10.53,17,N
4,5,11,0,0,8,3,0.16,4,2,3,1,30,1,0,19,2,58.1,12.43,8983.13,0.24,142,0.08,499.06,722.42,0.33,2,4,29,0.13,52,90,23,11,24,0,19,N
1,5,3,0,0,8,3,0.25,4,2,3,1,13,1,0,12,1,26.16,9.23,2229.05,0.08,52,0.11,123.84,241.48,0.33,2,4,12,0.21,20,32,13,12,14,0,12,N
15,27,17,4,6,38,15,0.21,18,2.11,15,1,83,7,0.43,66,1,73.44,25.26,46844.09,0.62,314,0.04,2602.45,1854.76,0.47,10,19,70,0.16,109,205,41,19,94,13.16,70,Y
1,3,4,0,0,4,2,0.22,2,2,2,1,9,1,0,9,1,17.15,13,2898.63,0.07,50,0.08,161.04,222.97,0.5,1,2,9,0.18,18,32,9,13,11,0,9,N
0,17,1,0,0,32,9,0.45,16,2,8,0.89,48,1,0,20,1,35.13,15.23,8150.47,0.18,120,0.07,452.8,535.13,0.11,8,16,41,0.43,44,76,13,9,21,0,20,N
6,6,7,0,1,4,4,0.19,2,2,4,1,21,1,0,21,0,46.32,15.11,10577.6,0.23,129,0.07,587.64,699.99,0.25,1,2,19,0.14,51,78,27,16,29,4.55,21,N
5,18,18,0,2,20,10,0.17,10,2,8,0.8,62,5,0.44,58,0,69.5,23.96,39892.13,0.56,269,0.04,2216.23,1665.06,0.5,5,10,54,0.15,92,177,48,25,66,3.33,58,N
0,3,8,0,0,4,2,0.18,2,2,2,1,16,1,0,11,0,36.54,9.29,3150.52,0.11,74,0.11,175.03,339.29,0.5,1,2,16,0.17,26,48,14,10,12,0,11,N
0,3,4,0,0,4,2,0.25,2,2,2,1,9,1,0,8,2,20.81,9,1685.67,0.06,42,0.11,93.65,187.3,0.5,1,2,9,0.22,15,27,10,12,9,0,8,N
1,5,4,0,0,8,3,0.27,4,2,3,1,13,1,0,11,1,23.27,11.38,3010.96,0.09,57,0.09,167.28,264.7,0.33,2,4,12,0.23,21,36,12,13,13,0,11,N
7,6,14,0,0,4,4,0.17,2,2,4,1,26,1,0,23,2,68.58,11.02,8321.46,0.25,136,0.09,462.3,755.42,0.25,1,2,24,0.13,47,89,32,15,32,0,23,Y
0,5,3,0,0,8,3,0.17,4,2,2,0.67,13,3,1,18,1,24.12,18.56,8310.37,0.15,88,0.05,461.69,447.7,1,2,4,12,0.16,33,55,16,18,19,0,18,N
9,12,10,0,2,14,7,0.23,6,2.33,7,1,40,6,0.83,30,0,52.03,24,29970.57,0.42,216,0.04,1665.03,1248.77,0.86,4,7,35,0.17,84,132,35,20,42,6.25,30,N
2,3,2,0,0,4,2,0.22,2,2,2,1,7,1,0,9,0,15.92,8.64,1189.32,0.05,33,0.12,66.07,137.61,0.5,1,2,7,0.15,11,22,7,11,13,0,9,N
12,15,20,1,7,16,9,0.17,8,2,7,0.78,56,5,0.5,52,1,99,17.94,31877.94,0.59,287,0.06,1771,1776.48,0.56,4,8,49,0.12,102,185,54,19,73,13.33,53,Y
3,10,7,0,2,12,6,0.26,6,2,6,1,31,1,0,23,0,38.97,10.97,4689.17,0.14,88,0.09,260.51,427.5,0.17,3,6,27,0.21,27,61,16,13,29,8,23,N
5,11,9,0,14,14,6,0.33,4,3.5,6,1,28,5,0.8,18,1,42.78,14.62,9144.94,0.21,116,0.07,508.05,625.51,0.83,5,8,24,0.15,43,73,25,17,39,43.75,18,N
0,3,3,0,0,6,2,0.5,2,3,2,1,11,1,0,4,1,14.83,7,726.48,0.03,30,0.14,40.36,103.78,0.5,2,3,11,0.4,8,22,4,7,5,0,4,N
3,11,6,0,0,20,6,0.24,10,2,6,1,35,1,0,25,1,30.2,25,18875,0.25,151,0.04,1048.61,755,0.17,5,10,31,0.21,50,101,16,16,29,0,25,N
12,11,13,0,0,8,7,0.13,4,2,5,0.71,42,4,0.5,54,2,88.12,18.17,29080.61,0.53,271,0.06,1615.59,1600.77,0.57,2,4,37,0.1,109,162,45,15,67,0,54,N
0,5,2,0,1,6,3,0.3,2,3,2,0.67,12,3,1,10,3,19.09,17.86,6086.79,0.11,67,0.06,338.15,340.86,1,2,3,11,0.23,25,42,14,20,13,9.09,10,Y
9,34,28,1,27,56,18,0.22,26,2.15,15,0.83,116,10,0.53,81,3,93.63,43.69,178710.34,1.36,608,0.02,9928.35,4090.58,0.56,15,28,100,0.15,232,376,77,29,121,25.69,82,N
0,3,4,0,0,4,2,0.15,2,2,2,1,10,1,0,13,2,25.59,14,5014.84,0.12,73,0.07,278.6,358.2,0.5,1,2,10,0.13,28,45,15,15,15,0,13,N
1,7,1,0,0,12,4,0.31,6,2,4,1,16,1,0,13,0,16.11,13.71,3029.38,0.07,52,0.07,168.3,220.89,0.25,3,6,14,0.27,16,36,7,12,15,0,13,N
0,7,5,0,0,10,4,0.29,4,2.5,2,0.5,19,3,0.67,14,1,31.35,9.97,3114.36,0.1,65,0.1,173.02,312.48,0.75,3,5,17,0.27,23,42,15,13,15,0,14,N
0,5,5,0,3,8,3,0.19,4,2,3,1,15,1,0,16,2,25.63,16,6560,0.14,82,0.06,364.44,410,0.33,2,4,14,0.14,32,50,16,16,21,15.79,16,N
0,7,6,0,0,12,4,0.21,6,2,3,0.75,22,1,0,19,2,28.87,14.62,6175.54,0.14,83,0.07,343.09,422.26,0.25,3,6,20,0.19,26,57,16,18,21,0,19,N
