@relation PC3-weka.filters.supervised.instance.SMOTE-C0-K10-P700.0-S9

@attribute LOC_BLANK numeric
@attribute BRANCH_COUNT numeric
@attribute CALL_PAIRS numeric
@attribute LOC_CODE_AND_COMMENT numeric
@attribute LOC_COMMENTS numeric
@attribute CONDITION_COUNT numeric
@attribute CYCLOMATIC_COMPLEXITY numeric
@attribute CYCLOMATIC_DENSITY numeric
@attribute DECISION_COUNT numeric
@attribute DECISION_DENSITY numeric
@attribute DESIGN_COMPLEXITY numeric
@attribute DESIGN_DENSITY numeric
@attribute EDGE_COUNT numeric
@attribute ESSENTIAL_COMPLEXITY numeric
@attribute ESSENTIAL_DENSITY numeric
@attribute LOC_EXECUTABLE numeric
@attribute PARAMETER_COUNT numeric
@attribute HALSTEAD_CONTENT numeric
@attribute HALSTEAD_DIFFICULTY numeric
@attribute HALSTEAD_EFFORT numeric
@attribute HALSTEAD_ERROR_EST numeric
@attribute HALSTEAD_LENGTH numeric
@attribute HALSTEAD_LEVEL numeric
@attribute HALSTEAD_PROG_TIME numeric
@attribute HALSTEAD_VOLUME numeric
@attribute MAINTENANCE_SEVERITY numeric
@attribute MODIFIED_CONDITION_COUNT numeric
@attribute MULTIPLE_CONDITION_COUNT numeric
@attribute NODE_COUNT numeric
@attribute NORMALIZED_CYLOMATIC_COMPLEXITY numeric
@attribute NUM_OPERANDS numeric
@attribute NUM_OPERATORS numeric
@attribute NUM_UNIQUE_OPERANDS numeric
@attribute NUM_UNIQUE_OPERATORS numeric
@attribute NUMBER_OF_LINES numeric
@attribute PERCENT_COMMENTS numeric
@attribute LOC_TOTAL numeric
@attribute Defective {Y,N}

@data
2,3,2,0,0,4,2,0.25,2,2,2,1,7,1,0,8,1,18.53,9,1501.17,0.06,40,0.11,83.4,166.8,0.5,1,2,7,0.18,18,22,9,9,11,0,8,N
6,3,2,0,5,4,2,0.13,2,2,2,1,7,1,0,16,1,57.32,10.19,5954.36,0.19,113,0.1,330.8,584.2,0.5,1,2,7,0.06,53,60,26,10,35,23.81,16,N
2,3,2,0,0,4,2,0.25,2,2,2,1,7,1,0,8,1,18.53,9,1501.17,0.06,40,0.11,83.4,166.8,0.5,1,2,7,0.18,18,22,9,9,11,0,8,N
2,3,2,0,0,4,2,0.25,2,2,2,1,7,1,0,8,1,18.53,9,1501.17,0.06,40,0.11,83.4,166.8,0.5,1,2,7,0.18,18,22,9,9,11,0,8,N
2,3,2,0,0,4,2,0.25,2,2,2,1,7,1,0,8,1,18.53,9,1501.17,0.06,40,0.11,83.4,166.8,0.5,1,2,7,0.18,18,22,9,9,11,0,8,N
6,5,3,1,1,8,3,0.23,4,2,2,0.67,11,1,0,12,2,25.16,11.2,3155.74,0.09,58,0.09,175.32,281.76,0.33,2,4,10,0.14,24,34,15,14,21,14.29,13,N
7,25,10,4,16,42,13,0.17,18,2.33,10,0.77,47,5,0.33,71,1,70.93,18.61,24562.78,0.44,210,0.05,1364.6,1319.93,0.38,12,23,36,0.13,89,121,55,23,99,21.98,75,Y
8,5,2,1,9,8,3,0.21,4,2,2,0.67,12,1,0,13,2,30.78,10.5,3393.02,0.11,63,0.1,188.5,323.14,0.33,2,4,11,0.09,28,35,20,15,32,43.48,14,N
13,7,0,0,2,12,4,0.01,6,2,1,0.25,19,1,0,397,0,1535.48,11.07,188118.17,5.67,1916,0.09,10451.01,16995.62,0.25,3,6,17,0.01,1129,787,459,9,413,0.5,397,N
22,55,13,0,51,108,28,0.03,54,2,27,0.96,125,27,0.96,817,2,1349.98,39.94,2153049.88,17.97,5580,0.03,119613.86,53912.72,0.96,27,54,99,0.03,2733,2847,787,23,891,5.88,817,N
0,5,1,0,0,8,3,0.38,4,2,3,1,10,1,0,8,2,9.42,17,2723.1,0.05,41,0.06,151.28,160.18,0.33,2,4,9,0.33,17,24,5,10,9,0,8,N
1,3,2,0,0,4,2,0.4,2,2,2,1,8,1,0,5,0,13.67,5.71,446.5,0.03,20,0.18,24.81,78.14,0.5,1,2,8,0.29,10,10,7,8,7,0,5,N
13,5,8,1,13,8,3,0.14,4,2,2,0.67,22,1,0,20,0,50.44,8.5,3644.57,0.14,85,0.12,202.48,428.77,0.33,2,4,21,0.06,34,51,22,11,48,41.18,21,Y
11,5,8,1,10,8,3,0.18,4,2,3,1,18,1,0,16,0,54.41,6.07,2001.52,0.11,66,0.16,111.2,330,0.33,2,4,17,0.08,31,35,23,9,39,40.74,17,Y
2,25,0,13,0,48,13,0.87,24,2,1,0.08,49,1,0,2,1,102.19,7.18,5262.9,0.24,136,0.14,292.38,733.36,0.08,12,24,38,0.72,61,75,34,8,18,86.67,15,Y
3,17,0,17,0,32,9,0.47,16,2,1,0.11,33,1,0,2,1,76.91,15.85,19327.77,0.41,222,0.06,1073.76,1219.19,0.11,8,16,26,0.39,98,124,34,11,23,89.47,19,Y
2,5,0,10,0,8,3,0.25,4,2,1,0.33,9,1,0,2,1,59.38,12.02,8577.83,0.24,136,0.08,476.55,713.72,0.33,2,4,8,0.2,59,77,27,11,15,83.33,12,N
2,59,0,31,0,116,30,0.91,58,2,1,0.03,117,1,0,2,1,185.52,11.06,22714.18,0.68,317,0.09,1261.9,2052.81,0.03,29,58,89,0.83,142,175,77,12,36,93.94,33,Y
2,43,0,25,0,84,22,0.81,42,2,1,0.05,85,1,0,2,1,112.1,18.1,36742.62,0.68,345,0.06,2041.26,2029.51,0.05,21,42,65,0.73,158,187,48,11,30,92.59,27,N
2,59,0,31,0,116,30,0.91,58,2,1,0.03,117,1,0,2,1,130.77,15.89,33012.61,0.69,345,0.06,1834.03,2077.71,0.03,29,58,89,0.83,156,189,54,11,36,93.94,33,N
2,17,0,14,0,32,9,0.56,16,2,1,0.11,33,1,0,2,1,85.3,11,10321.01,0.31,168,0.09,573.39,938.27,0.11,8,16,26,0.47,74,94,37,11,19,87.5,16,Y
2,9,0,5,0,16,5,0.71,8,2,1,0.2,17,1,0,2,1,39.02,5.33,1109.78,0.07,46,0.19,61.65,208.08,0.2,4,8,14,0.5,20,26,15,8,10,71.43,7,N
13,65,3,0,1,128,33,0.59,64,2,4,0.12,189,1,0,56,1,212.2,33.39,236652.5,2.36,1045,0.03,13147.36,7086.52,0.03,32,64,158,0.46,423,622,95,15,71,1.75,56,Y
7,27,2,2,1,52,14,0.58,26,2,3,0.21,76,1,0,22,1,99.64,24.6,60297.15,0.82,407,0.04,3349.84,2451.1,0.07,13,26,64,0.42,164,243,50,15,33,12,24,Y
21,89,5,6,1,176,45,0.61,88,2,3,0.07,266,1,0,68,1,318.29,36.8,430930.48,3.9,1588,0.03,23940.58,11711.56,0.02,44,88,223,0.46,645,943,149,17,97,9.33,74,Y
14,35,3,0,0,68,18,0.46,34,2,1,0.06,103,1,0,39,1,162.87,24.2,95404.28,1.31,600,0.04,5300.24,3941.91,0.06,17,34,87,0.33,239,361,79,16,54,0,39,Y
10,51,2,6,1,100,26,0.54,50,2,3,0.12,148,1,0,42,1,189.65,36.5,252667.13,2.31,1031,0.03,14037.06,6922.39,0.04,25,50,124,0.43,438,593,90,15,60,14.29,48,Y
4,27,0,1,4,46,14,0.64,20,2.3,1,0.07,46,9,0.62,21,2,15.66,31.95,15993.34,0.17,102,0.03,888.52,500.5,0.64,13,23,34,0.45,37,65,11,19,31,19.23,22,N
18,9,8,2,24,16,5,0.1,8,2,5,1,40,1,0,49,2,72.48,20.68,31004.8,0.5,257,0.05,1722.49,1499.05,0.2,4,8,37,0.06,106,151,41,16,80,34.67,51,Y
1,3,0,0,0,4,2,0.22,2,2,1,0.5,5,1,0,9,2,17.71,14,3472,0.08,62,0.07,192.89,248,0.5,1,2,5,0.18,28,34,8,8,11,0,9,N
11,7,3,1,2,12,4,0.14,6,2,2,0.5,20,1,0,27,1,49.99,17.26,14890.23,0.29,160,0.06,827.24,862.77,0.25,3,6,18,0.1,77,83,29,13,42,10,28,N
7,13,2,4,1,18,7,0.29,6,3,4,0.57,19,5,0.67,20,1,24.63,17.41,7465.7,0.14,85,0.06,414.76,428.77,0.71,6,11,14,0.21,37,48,17,16,33,20,24,N
9,7,3,2,8,10,4,0.25,4,2.5,2,0.5,15,1,0,14,1,31.34,10.33,3346.5,0.11,66,0.1,185.92,323.85,0.25,3,5,13,0.12,31,35,18,12,34,41.67,16,N
6,5,1,7,2,8,3,0.13,4,2,1,0.33,11,1,0,17,2,20.45,15.17,4705.14,0.1,66,0.07,261.39,310.23,0.33,2,4,10,0.09,26,40,12,14,33,34.62,24,N
3,3,0,0,0,4,2,0.4,2,2,1,0.5,5,1,0,5,2,9.87,5.63,312.22,0.02,15,0.18,17.35,55.51,0.5,1,2,5,0.22,5,10,4,9,9,0,5,N
6,3,7,2,5,4,2,0.09,2,2,2,1,13,1,0,21,4,55.64,8.27,3804.87,0.15,89,0.12,211.38,460.12,0.5,1,2,13,0.06,43,46,26,10,35,25,23,N
5,7,1,1,3,10,4,0.24,4,2.5,1,0.25,13,1,0,16,2,34.78,14.04,6856.63,0.16,90,0.07,380.92,488.36,0.25,3,5,11,0.15,39,51,25,18,26,20,17,N
8,33,6,3,16,58,17,0.28,26,2.23,4,0.24,71,8,0.44,57,2,81.83,29.21,69838.03,0.8,375,0.03,3879.89,2390.64,0.47,16,29,56,0.2,162,213,61,22,85,25,60,N
9,17,6,4,8,30,9,0.27,14,2.14,4,0.44,39,7,0.75,29,2,58.4,14.93,13015,0.29,147,0.07,723.06,871.82,0.78,8,15,32,0.18,66,81,42,19,51,29.27,33,N
3,5,2,4,4,4,3,0.14,2,2,3,1,10,1,0,18,0,23.37,9.15,1958.65,0.07,45,0.11,108.81,213.97,0.33,1,2,9,0.1,17,28,13,14,30,30.77,22,N
14,29,8,5,14,40,15,0.23,14,2.86,6,0.4,58,10,0.64,59,0,46.09,53.79,133379.57,0.83,390,0.02,7409.98,2479.45,0.67,13,22,45,0.15,177,213,51,31,102,24.36,64,Y
8,7,2,1,4,12,4,0.12,6,2,3,0.75,29,1,0,33,1,85.6,21.6,39935.53,0.62,307,0.05,2218.64,1848.87,0.25,3,6,27,0.09,144,163,50,15,47,13.16,34,Y
5,3,3,1,3,4,2,0.14,2,2,1,0.5,10,1,0,13,1,34.95,18.36,11781.35,0.21,119,0.05,654.52,641.69,0.5,1,2,10,0.09,54,65,25,17,23,23.53,14,N
3,37,3,0,0,60,19,0.53,24,2.5,6,0.32,68,11,0.56,36,3,33.88,39.58,53092.15,0.45,232,0.03,2949.56,1341.28,0.58,18,30,51,0.48,95,137,30,25,40,0,36,N
1,13,1,0,0,22,7,0.41,10,2.2,6,0.86,24,6,0.83,17,3,44.6,12.75,7250.82,0.19,110,0.08,402.82,568.69,0.86,6,11,19,0.37,51,59,24,12,19,0,17,N
4,21,2,0,1,34,11,0.38,14,2.43,3,0.27,39,5,0.4,29,3,26.43,34.72,31867.04,0.31,161,0.03,1770.39,917.77,0.45,10,17,30,0.31,75,86,27,25,35,3.33,29,N
1,17,0,0,0,26,9,0.47,10,2.6,1,0.11,29,9,1,19,3,19.04,26.67,13541.31,0.17,99,0.04,752.29,507.8,1,8,13,22,0.43,40,59,15,20,21,0,19,N
4,15,1,1,1,26,8,0.38,12,2.17,2,0.25,32,4,0.43,20,1,15.74,26.13,10742.56,0.14,83,0.04,596.81,411.2,0.5,7,13,26,0.3,33,50,12,19,27,9.09,21,N
4,15,1,1,1,26,8,0.38,12,2.17,2,0.25,32,4,0.43,20,1,15.74,26.13,10742.56,0.14,83,0.04,596.81,411.2,0.5,7,13,26,0.3,33,50,12,19,27,9.09,21,N
26,7,4,3,13,12,4,0.1,6,2,1,0.25,29,1,0,39,0,98.24,22.84,51227.3,0.75,350,0.04,2845.96,2243.29,0.25,3,6,27,0.05,170,180,67,18,82,29.09,42,Y
32,29,1,6,10,56,15,0.43,26,2.15,4,0.27,64,1,0,29,0,63.05,32.2,65351.13,0.68,348,0.03,3630.62,2029.85,0.07,15,28,51,0.19,165,183,41,16,78,35.56,35,N
17,11,1,4,7,16,6,0.27,6,2.67,3,0.5,18,6,1,18,1,36.66,13.45,6637.2,0.16,94,0.07,368.73,493.31,1,5,8,14,0.13,37,57,22,16,47,37.93,22,Y
21,13,3,4,7,24,7,0.23,12,2,4,0.57,27,1,0,27,0,55.22,19.68,21394.68,0.36,188,0.05,1188.59,1086.9,0.14,6,12,22,0.12,88,100,38,17,60,28.95,31,Y
9,3,3,0,3,4,2,0.1,2,2,2,1,12,1,0,20,1,52.01,14.66,11171.75,0.25,138,0.07,620.65,762.25,0.5,1,2,12,0.06,67,71,32,14,33,13.04,20,Y
16,11,3,3,7,20,6,0.33,10,2,3,0.5,21,1,0,15,0,37.77,12.29,5701.61,0.15,92,0.08,316.76,464.08,0.17,5,10,17,0.14,43,49,21,12,42,40,18,N
20,15,2,6,14,28,8,0.27,14,2,6,0.75,29,1,0,24,0,55.87,16.21,14703.33,0.3,159,0.06,816.85,906.37,0.13,7,14,23,0.12,73,86,36,16,65,45.45,30,N
15,13,3,4,11,22,7,0.28,10,2.2,4,0.57,25,4,0.5,21,0,47.71,15.97,12167.64,0.25,135,0.06,675.98,761.92,0.57,6,11,20,0.13,62,73,33,17,52,41.67,25,Y
16,7,1,0,9,12,4,0.31,6,2,1,0.25,16,1,0,13,0,24,22.5,12150,0.18,108,0.04,675,540,0.25,3,6,14,0.1,51,57,17,15,39,40.91,13,N
5,3,0,0,0,4,2,0.5,2,2,1,0.5,6,1,0,4,0,11.42,6.67,507.65,0.03,20,0.15,28.2,76.15,0.5,1,2,6,0.2,10,10,6,8,10,0,4,N
5,5,0,0,0,8,3,0.43,4,2,1,0.33,9,1,0,7,1,7.53,10,752.84,0.03,21,0.1,41.82,75.28,0.33,2,4,8,0.23,10,11,4,8,13,0,7,N
16,13,2,4,11,22,7,0.29,10,2.2,4,0.57,24,4,0.5,20,0,47.71,15.97,12167.64,0.25,135,0.06,675.98,761.92,0.57,6,11,19,0.13,62,73,33,17,52,42.86,24,Y
19,11,5,4,19,20,6,0.25,10,2,3,0.5,29,1,0,20,1,32.36,31.53,32175.94,0.34,179,0.03,1787.55,1020.38,0.17,5,10,25,0.1,86,93,30,22,63,53.49,24,N
18,13,1,4,11,20,7,0.39,8,2.5,2,0.29,23,4,0.5,14,2,33.36,14.26,6783.7,0.16,90,0.07,376.87,475.69,0.57,6,10,18,0.15,41,49,23,16,48,51.72,18,Y
22,23,1,4,19,40,12,0.44,18,2.22,6,0.5,42,4,0.27,23,1,50.37,18.03,16367.05,0.3,155,0.06,909.28,907.99,0.33,11,20,32,0.17,74,81,39,19,69,50,27,Y
12,3,5,1,14,4,2,0.2,2,2,2,1,10,1,0,9,1,33.92,9.38,2981.4,0.11,62,0.11,165.63,318.02,0.5,1,2,10,0.05,25,37,20,15,37,62.5,10,N
6,3,3,0,8,4,2,0.4,2,2,2,1,7,1,0,5,1,28.99,5.54,889.14,0.05,36,0.18,49.4,160.54,0.5,1,2,7,0.1,16,20,13,9,20,61.54,5,N
20,11,9,4,17,18,6,0.32,8,2.25,5,0.83,24,1,0,15,1,55.47,8.07,3611.37,0.15,83,0.12,200.63,447.56,0.17,5,9,20,0.11,36,47,29,13,57,58.33,19,Y
11,5,1,2,8,10,3,0.25,4,2.5,2,0.67,10,1,0,10,1,18.53,11.67,2522.57,0.07,46,0.09,140.14,216.22,0.33,3,5,9,0.09,20,26,12,14,32,50,12,N
4,3,3,0,0,4,2,0.33,2,2,2,1,7,1,0,6,2,23.63,6,850.66,0.05,34,0.17,47.26,141.78,0.5,1,2,7,0.18,15,19,10,8,11,0,6,N
1,7,0,0,0,12,4,0.4,6,2,1,0.25,16,1,0,10,3,8.55,23.4,4683.66,0.07,48,0.04,260.2,200.16,0.25,3,6,14,0.33,18,30,5,13,12,0,10,N
2,3,2,0,0,4,2,0.13,2,2,2,1,8,1,0,15,0,25.27,11.39,3280.22,0.1,62,0.09,182.23,287.92,0.5,1,2,8,0.11,29,33,14,11,18,0,15,N
1,3,0,1,0,4,2,0.17,2,2,1,0.5,6,1,0,11,1,19.12,6,688.28,0.04,31,0.17,38.24,114.71,0.5,1,2,6,0.14,14,17,7,6,14,8.33,12,N
1,3,1,0,0,4,2,0.18,2,2,2,1,8,1,0,11,1,22.15,6.4,907.38,0.05,34,0.16,50.41,141.78,0.5,1,2,8,0.15,16,18,10,8,13,0,11,N
1,3,1,0,0,4,2,0.2,2,2,2,1,7,1,0,10,1,38.09,6.5,1609.32,0.08,54,0.15,89.41,247.59,0.5,1,2,7,0.17,26,28,16,8,12,0,10,N
1,13,2,0,0,24,7,0.33,12,2,3,0.43,28,6,0.83,21,0,20,16.25,5282.39,0.11,70,0.06,293.47,325.07,0.86,6,12,23,0.3,30,40,12,13,23,0,21,N
7,5,1,3,0,8,3,0.15,4,2,1,0.33,11,1,0,17,2,27.46,13.36,4903.83,0.12,88,0.07,272.44,366.95,0.33,2,4,10,0.11,42,46,11,7,28,15,20,N
1,3,0,0,0,4,2,0.29,2,2,1,0.5,6,1,0,7,2,8.22,9,666.08,0.02,20,0.11,37,74.01,0.5,1,2,6,0.22,8,12,4,9,9,0,7,N
2,3,2,0,0,4,2,0.25,2,2,2,1,7,1,0,8,2,11.6,10,1160,0.04,29,0.1,64.44,116,0.5,1,2,7,0.18,12,17,6,10,11,0,8,N
1,3,1,0,0,4,2,0.15,2,2,1,0.5,7,1,0,13,2,26.51,7.13,1345.7,0.06,43,0.14,74.76,188.87,0.5,1,2,7,0.13,19,24,12,9,15,0,13,N
4,3,0,0,0,4,2,0.33,2,2,1,0.5,5,1,0,6,1,14.8,8.56,1083.64,0.04,28,0.12,60.2,126.66,0.5,1,2,5,0.18,11,17,9,14,11,0,6,N
6,9,2,0,0,14,5,0.18,6,2.33,4,0.8,19,3,0.5,28,2,21.3,21.76,10091.02,0.15,89,0.05,560.61,463.64,0.6,4,7,16,0.14,37,52,17,20,35,0,28,N
1,5,1,0,0,8,3,0.43,4,2,1,0.33,10,1,0,7,1,11.62,9.75,1104.67,0.04,29,0.1,61.37,113.3,0.33,2,4,9,0.33,13,16,6,9,9,0,7,N
39,8,5,4,32,4,6,0.14,2,2,6,1,23,1,0,38,2,44.55,25.33,28593.41,0.38,198,0.04,1588.52,1128.69,0.17,1,2,19,0.05,88,110,33,19,114,48.65,42,Y
40,33,1,5,23,52,17,0.31,20,2.6,11,0.65,49,17,1,49,2,56.67,17.49,17327.12,0.33,173,0.06,962.62,990.93,1,16,26,34,0.14,68,105,35,18,118,36.36,54,N
28,9,4,5,23,16,5,0.14,8,2,5,1,23,1,0,32,2,99.95,11.96,14297.65,0.4,200,0.08,794.31,1195.46,0.2,4,8,20,0.06,92,108,50,13,89,46.67,37,Y
17,3,2,3,24,4,2,0.11,2,2,2,1,7,1,0,16,2,24.8,12.19,3683.14,0.1,61,0.08,204.62,302.21,0.5,1,2,7,0.03,26,35,16,15,61,62.79,19,Y
29,15,4,4,13,14,9,0.23,6,2.33,6,0.67,31,5,0.5,35,2,39.96,20.3,16466.48,0.27,143,0.05,914.8,811.16,0.56,4,7,24,0.1,58,85,30,21,89,32.68,39,N
10,3,1,2,13,4,2,0.1,2,2,1,0.5,8,1,0,19,0,54.15,14.62,11582.56,0.26,157,0.07,643.48,791.97,0.5,1,2,8,0.04,78,79,24,9,45,44.12,21,Y
15,5,3,3,21,8,3,0.17,4,2,2,0.67,13,1,0,15,3,38.86,14.28,7924.93,0.18,105,0.07,440.27,554.97,0.33,2,4,12,0.05,51,54,25,14,55,61.54,18,N
18,7,1,4,27,10,4,0.17,4,2.5,2,0.5,12,3,0.67,19,2,42.56,14.44,8879.35,0.2,114,0.07,493.3,614.72,0.75,3,5,10,0.06,52,62,27,15,69,62,23,N
22,9,5,8,18,8,5,0.14,4,2,5,1,22,1,0,28,3,36.37,18.27,12140.16,0.22,121,0.05,674.45,664.51,0.2,2,4,19,0.06,50,71,26,19,77,48.15,36,N
15,9,3,5,37,16,5,0.21,8,2,4,0.8,19,4,0.75,19,3,33.28,15.94,8459.67,0.18,95,0.06,469.98,530.57,0.8,4,8,16,0.06,41,54,27,21,77,68.85,24,Y
14,5,4,4,19,6,3,0.18,2,3,2,0.67,12,3,1,13,3,34.91,12.87,5781.77,0.15,85,0.08,321.21,449.26,1,2,3,11,0.06,37,48,23,16,51,63.89,17,Y
60,3,8,8,34,4,2,0.06,2,2,2,1,14,1,0,23,0,74.64,13.81,14241.04,0.34,180,0.07,791.17,1031.03,0.5,1,2,14,0.02,85,95,40,13,126,64.62,31,Y
33,16,9,12,23,16,10,0.22,6,2.67,8,0.8,33,5,0.44,33,0,48.11,16.19,12617.28,0.26,133,0.06,700.96,779.11,0.5,5,8,25,0.1,53,80,36,22,102,51.47,45,N
30,21,7,7,27,40,11,0.21,20,2,5,0.45,49,7,0.6,46,3,58.55,21.92,28134.83,0.43,222,0.05,1563.05,1283.46,0.64,10,20,40,0.1,98,124,38,17,111,42.5,53,Y
3,7,2,4,3,12,4,0.16,6,2,3,0.75,13,1,0,21,1,38.31,13.54,7020.93,0.17,95,0.07,390.05,518.65,0.25,3,6,11,0.13,43,52,27,17,32,25,25,Y
13,7,4,1,13,12,4,0.27,6,2,4,1,14,1,0,14,2,29.18,7.86,1801.24,0.08,50,0.13,100.07,229.25,0.25,3,6,12,0.1,22,28,14,10,42,50,15,Y
11,23,2,1,20,38,12,0.18,16,2.38,3,0.25,41,11,0.91,64,2,80.39,13.95,15650.31,0.37,183,0.07,869.46,1121.66,0.92,11,19,31,0.12,87,96,53,17,97,24.71,65,Y
15,45,8,8,46,56,23,0.37,12,4.67,7,0.3,64,19,0.82,55,2,65.12,36.85,88450.77,0.8,389,0.03,4913.93,2400.1,0.83,22,84,43,0.18,179,210,51,21,125,49.54,63,Y
13,5,1,6,42,8,3,0.23,4,2,2,0.67,10,1,0,7,2,23.64,9.31,2048.42,0.07,48,0.11,113.8,220.08,0.33,2,4,9,0.04,22,26,13,11,69,87.27,13,Y
4,5,4,0,0,6,3,0.25,2,3,2,0.67,11,3,1,12,3,27.43,7.86,1693.16,0.07,47,0.13,94.06,215.49,1,2,3,10,0.18,22,25,14,10,17,0,12,N
3,3,1,0,0,4,2,0.33,2,2,1,0.5,6,1,0,6,2,13.83,11.25,1750.38,0.05,36,0.09,97.24,155.59,0.5,1,2,6,0.2,15,21,8,12,10,0,6,N
3,5,1,2,0,4,3,0.17,2,2,2,0.67,9,3,1,16,1,26.3,10.45,2872.09,0.09,52,0.1,159.56,274.84,1,1,2,8,0.04,22,30,20,19,80,11.11,18,N
7,31,4,7,12,56,16,0.46,26,2.15,6,0.38,68,11,0.67,28,0,33.74,35.21,41834.57,0.4,198,0.03,2324.14,1188,0.69,15,28,54,0.29,85,113,35,29,55,40.43,35,N
2,5,1,0,0,8,3,0.38,4,2,2,0.67,9,1,0,8,1,12.1,13.93,2347.73,0.06,39,0.07,130.43,168.56,0.33,2,4,8,0.27,15,24,7,13,11,0,8,N
15,15,5,0,50,24,8,0.04,10,2.4,1,0.13,57,1,0,190,4,175.59,53.22,497406.05,3.12,1309,0.02,27633.67,9345.67,0.13,7,12,51,0.03,644,665,121,20,256,20.83,190,N
